,density,humidity_level,Run,Burned Out,Fine,Fire,Humid,height,width
569,1.0,0.01,569,10000,0,0,0,100,100
570,1.0,0.01,570,10000,0,0,0,100,100
571,1.0,0.01,571,10000,0,0,0,100,100
572,1.0,0.01,572,10000,0,0,0,100,100
573,1.0,0.01,573,10000,0,0,0,100,100
574,1.0,0.01,574,10000,0,0,0,100,100
575,1.0,0.01,575,10000,0,0,0,100,100
576,1.0,0.01,576,10000,0,0,0,100,100
577,1.0,0.01,577,9999,1,0,0,100,100
578,1.0,0.01,578,10000,0,0,0,100,100
579,1.0,0.01,579,10000,0,0,0,100,100
580,1.0,0.01,580,10000,0,0,0,100,100
581,1.0,0.01,581,10000,0,0,0,100,100
582,1.0,0.01,582,10000,0,0,0,100,100
583,1.0,0.01,583,10000,0,0,0,100,100
584,1.0,0.01,584,10000,0,0,0,100,100
585,1.0,0.01,585,10000,0,0,0,100,100
586,1.0,0.01,586,9999,0,0,1,100,100
587,1.0,0.01,587,10000,0,0,0,100,100
588,1.0,0.01,588,10000,0,0,0,100,100
589,1.0,0.01,589,10000,0,0,0,100,100
590,1.0,0.01,590,10000,0,0,0,100,100
591,1.0,0.01,591,10000,0,0,0,100,100
592,1.0,0.01,592,10000,0,0,0,100,100
593,1.0,0.01,593,10000,0,0,0,100,100
594,1.0,0.01,594,10000,0,0,0,100,100
595,1.0,0.01,595,10000,0,0,0,100,100
596,1.0,0.01,596,9999,1,0,0,100,100
597,1.0,0.01,597,10000,0,0,0,100,100
598,1.0,0.01,598,10000,0,0,0,100,100
599,1.0,0.01,599,10000,0,0,0,100,100
600,0.01,0.1,600,3,107,0,1,100,100
601,0.01,0.1,601,0,112,0,0,100,100
602,0.01,0.1,602,1,89,0,0,100,100
603,0.01,0.1,603,0,101,0,1,100,100
604,0.01,0.1,604,1,102,0,1,100,100
605,0.01,0.1,605,1,86,0,3,100,100
606,0.01,0.1,606,1,91,0,0,100,100
607,0.01,0.1,607,4,92,0,0,100,100
608,0.01,0.1,608,1,93,0,3,100,100
609,0.01,0.1,609,0,87,0,0,100,100
610,0.01,0.1,610,6,86,0,0,100,100
611,0.01,0.1,611,0,100,0,0,100,100
612,0.01,0.1,612,2,86,0,2,100,100
613,0.01,0.1,613,1,95,0,1,100,100
614,0.01,0.1,614,1,87,0,0,100,100
615,0.01,0.1,615,0,83,0,1,100,100
616,0.01,0.1,616,1,108,0,1,100,100
617,0.01,0.1,617,1,107,0,0,100,100
618,0.01,0.1,618,0,95,0,1,100,100
619,0.01,0.1,619,1,83,0,1,100,100
620,0.01,0.1,620,2,95,0,1,100,100
621,0.01,0.1,621,5,106,0,1,100,100
622,0.01,0.1,622,1,92,0,1,100,100
623,0.01,0.1,623,0,100,0,1,100,100
624,0.01,0.1,624,1,95,0,1,100,100
625,0.01,0.1,625,0,89,0,0,100,100
626,0.01,0.1,626,3,90,0,0,100,100
627,0.01,0.1,627,1,97,0,1,100,100
628,0.01,0.1,628,0,125,0,0,100,100
629,0.01,0.1,629,0,103,0,0,100,100
630,0.01,0.1,630,2,111,0,1,100,100
631,0.01,0.1,631,0,96,0,0,100,100
632,0.01,0.1,632,2,105,0,2,100,100
633,0.01,0.1,633,1,98,0,0,100,100
634,0.01,0.1,634,1,93,0,0,100,100
635,0.01,0.1,635,2,110,0,1,100,100
636,0.01,0.1,636,0,103,0,0,100,100
637,0.01,0.1,637,2,85,0,1,100,100
638,0.01,0.1,638,1,106,0,0,100,100
639,0.01,0.1,639,0,88,0,0,100,100
640,0.01,0.1,640,0,88,0,1,100,100
641,0.01,0.1,641,0,98,0,3,100,100
642,0.01,0.1,642,0,97,0,1,100,100
643,0.01,0.1,643,1,92,0,1,100,100
644,0.01,0.1,644,1,96,0,0,100,100
645,0.01,0.1,645,0,91,0,0,100,100
646,0.01,0.1,646,1,95,0,3,100,100
647,0.01,0.1,647,1,71,0,1,100,100
648,0.01,0.1,648,0,111,0,1,100,100
649,0.01,0.1,649,0,93,0,0,100,100
650,0.01,0.1,650,0,93,0,0,100,100
651,0.01,0.1,651,1,93,0,2,100,100
652,0.01,0.1,652,0,102,0,0,100,100
653,0.01,0.1,653,1,96,0,2,100,100
654,0.01,0.1,654,0,88,0,0,100,100
655,0.01,0.1,655,2,100,0,0,100,100
656,0.01,0.1,656,0,96,0,0,100,100
657,0.01,0.1,657,1,102,0,0,100,100
658,0.01,0.1,658,1,101,0,0,100,100
659,0.01,0.1,659,0,107,0,1,100,100
660,0.01,0.1,660,2,98,0,0,100,100
661,0.01,0.1,661,3,90,0,2,100,100
662,0.01,0.1,662,3,107,0,3,100,100
663,0.01,0.1,663,0,104,0,0,100,100
664,0.01,0.1,664,2,95,0,2,100,100
665,0.01,0.1,665,1,99,0,0,100,100
666,0.01,0.1,666,2,99,0,1,100,100
667,0.01,0.1,667,0,91,0,1,100,100
668,0.01,0.1,668,1,102,0,1,100,100
669,0.01,0.1,669,0,95,0,2,100,100
670,0.01,0.1,670,1,88,0,1,100,100
671,0.01,0.1,671,0,105,0,1,100,100
672,0.01,0.1,672,1,89,0,0,100,100
673,0.01,0.1,673,0,105,0,1,100,100
674,0.01,0.1,674,0,96,0,2,100,100
675,0.01,0.1,675,1,105,0,2,100,100
676,0.01,0.1,676,0,110,0,0,100,100
677,0.01,0.1,677,4,112,0,1,100,100
678,0.01,0.1,678,1,128,0,0,100,100
679,0.01,0.1,679,0,73,0,0,100,100
680,0.01,0.1,680,0,90,0,1,100,100
681,0.01,0.1,681,0,98,0,1,100,100
682,0.01,0.1,682,0,101,0,0,100,100
683,0.01,0.1,683,1,107,0,1,100,100
684,0.01,0.1,684,1,89,0,0,100,100
685,0.01,0.1,685,1,99,0,1,100,100
686,0.01,0.1,686,0,80,0,0,100,100
687,0.01,0.1,687,1,93,0,1,100,100
688,0.01,0.1,688,0,96,0,1,100,100
689,0.01,0.1,689,0,88,0,1,100,100
690,0.01,0.1,690,2,99,0,1,100,100
691,0.01,0.1,691,1,89,0,0,100,100
692,0.01,0.1,692,0,109,0,1,100,100
693,0.01,0.1,693,0,97,0,0,100,100
694,0.01,0.1,694,1,92,0,1,100,100
695,0.01,0.1,695,1,94,0,0,100,100
696,0.01,0.1,696,0,102,0,2,100,100
697,0.01,0.1,697,0,91,0,1,100,100
698,0.01,0.1,698,0,82,0,1,100,100
699,0.01,0.1,699,3,91,0,2,100,100
700,0.01,1.0,700,1,0,0,109,100,100
701,0.01,1.0,701,0,0,0,108,100,100
702,0.01,1.0,702,2,18,0,97,100,100
703,0.01,1.0,703,1,2,0,113,100,100
704,0.01,1.0,704,3,0,0,103,100,100
705,0.01,1.0,705,0,0,0,103,100,100
706,0.01,1.0,706,1,0,0,121,100,100
707,0.01,1.0,707,1,0,0,103,100,100
708,0.01,1.0,708,1,0,0,95,100,100
709,0.01,1.0,709,1,0,0,97,100,100
710,0.01,1.0,710,0,11,0,86,100,100
711,0.01,1.0,711,3,17,0,58,100,100
712,0.01,1.0,712,1,0,0,97,100,100
713,0.01,1.0,713,1,11,0,94,100,100
714,0.01,1.0,714,1,15,0,92,100,100
715,0.01,1.0,715,0,0,0,98,100,100
716,0.01,1.0,716,0,0,0,104,100,100
717,0.01,1.0,717,0,11,0,89,100,100
718,0.01,1.0,718,1,12,0,90,100,100
719,0.01,1.0,719,1,0,0,99,100,100
720,0.01,1.0,720,1,12,0,75,100,100
721,0.01,1.0,721,1,10,0,90,100,100
722,0.01,1.0,722,0,0,0,98,100,100
723,0.01,1.0,723,1,0,0,79,100,100
724,0.01,1.0,724,1,8,0,81,100,100
725,0.01,1.0,725,1,0,0,116,100,100
726,0.01,1.0,726,4,4,0,102,100,100
727,0.01,1.0,727,1,21,0,77,100,100
728,0.01,1.0,728,0,0,0,85,100,100
729,0.01,1.0,729,0,31,0,70,100,100
730,0.01,1.0,730,0,0,0,117,100,100
731,0.01,1.0,731,1,0,0,91,100,100
732,0.01,1.0,732,1,0,0,99,100,100
733,0.01,1.0,733,3,0,0,94,100,100
734,0.01,1.0,734,2,0,0,100,100,100
735,0.01,1.0,735,2,7,0,82,100,100
736,0.01,1.0,736,1,31,0,71,100,100
737,0.01,1.0,737,1,19,0,82,100,100
738,0.01,1.0,738,4,0,0,88,100,100
739,0.01,1.0,739,3,0,0,106,100,100
740,0.01,1.0,740,2,6,0,116,100,100
741,0.01,1.0,741,0,8,0,101,100,100
742,0.01,1.0,742,1,0,0,92,100,100
743,0.01,1.0,743,4,0,0,101,100,100
744,0.01,1.0,744,0,7,0,78,100,100
745,0.01,1.0,745,3,28,0,70,100,100
746,0.01,1.0,746,0,0,0,121,100,100
747,0.01,1.0,747,3,12,0,86,100,100
748,0.01,1.0,748,2,0,0,87,100,100
749,0.01,1.0,749,1,6,0,105,100,100
750,0.01,1.0,750,1,0,0,92,100,100
751,0.01,1.0,751,1,0,0,108,100,100
752,0.01,1.0,752,3,7,0,78,100,100
753,0.01,1.0,753,0,0,0,98,100,100
754,0.01,1.0,754,1,5,0,99,100,100
755,0.01,1.0,755,0,24,0,69,100,100
756,0.01,1.0,756,1,5,0,94,100,100
757,0.01,1.0,757,0,0,0,88,100,100
758,0.01,1.0,758,2,0,0,86,100,100
759,0.01,1.0,759,1,10,0,81,100,100
760,0.01,1.0,760,1,3,0,89,100,100
761,0.01,1.0,761,2,0,0,102,100,100
762,0.01,1.0,762,1,3,0,102,100,100
763,0.01,1.0,763,3,13,0,74,100,100
764,0.01,1.0,764,1,0,0,87,100,100
765,0.01,1.0,765,1,0,0,98,100,100
766,0.01,1.0,766,1,0,0,80,100,100
767,0.01,1.0,767,1,6,0,89,100,100
768,0.01,1.0,768,2,0,0,103,100,100
769,0.01,1.0,769,1,0,0,111,100,100
770,0.01,1.0,770,0,27,0,78,100,100
771,0.01,1.0,771,0,28,0,80,100,100
772,0.01,1.0,772,0,0,0,86,100,100
773,0.01,1.0,773,1,0,0,103,100,100
774,0.01,1.0,774,0,0,0,103,100,100
775,0.01,1.0,775,1,33,0,72,100,100
776,0.01,1.0,776,0,0,0,113,100,100
777,0.01,1.0,777,2,0,0,110,100,100
778,0.01,1.0,778,0,11,0,75,100,100
779,0.01,1.0,779,1,0,0,92,100,100
780,0.01,1.0,780,0,5,0,91,100,100
781,0.01,1.0,781,1,0,0,97,100,100
782,0.01,1.0,782,1,0,0,83,100,100
783,0.01,1.0,783,2,0,0,105,100,100
784,0.01,1.0,784,2,7,0,86,100,100
785,0.01,1.0,785,0,15,0,86,100,100
786,0.01,1.0,786,0,0,0,91,100,100
787,0.01,1.0,787,0,41,0,68,100,100
788,0.01,1.0,788,2,7,0,86,100,100
789,0.01,1.0,789,0,14,0,70,100,100
790,0.01,1.0,790,1,0,0,97,100,100
791,0.01,1.0,791,2,0,0,105,100,100
792,0.01,1.0,792,0,0,0,102,100,100
793,0.01,1.0,793,0,0,0,91,100,100
794,0.01,1.0,794,2,0,0,96,100,100
795,0.01,1.0,795,1,0,0,117,100,100
796,0.01,1.0,796,2,18,0,86,100,100
797,0.01,1.0,797,0,0,0,105,100,100
798,0.01,1.0,798,0,28,0,74,100,100
799,0.01,1.0,799,1,12,0,84,100,100
800,0.01,0.01,800,1,104,0,0,100,100
801,0.01,0.01,801,1,82,0,0,100,100
802,0.01,0.01,802,0,116,0,0,100,100
803,0.01,0.01,803,2,105,0,0,100,100
804,0.01,0.01,804,0,90,0,0,100,100
805,0.01,0.01,805,1,99,0,0,100,100
806,0.01,0.01,806,1,100,0,0,100,100
807,0.01,0.01,807,0,107,0,0,100,100
808,0.01,0.01,808,0,90,0,0,100,100
809,0.01,0.01,809,2,93,0,0,100,100
810,0.01,0.01,810,2,107,0,0,100,100
811,0.01,0.01,811,1,106,0,0,100,100
812,0.01,0.01,812,0,107,0,0,100,100
813,0.01,0.01,813,2,117,0,0,100,100
814,0.01,0.01,814,0,118,0,0,100,100
815,0.01,0.01,815,2,115,0,0,100,100
816,0.01,0.01,816,2,107,0,0,100,100
817,0.01,0.01,817,1,97,0,0,100,100
818,0.01,0.01,818,2,97,0,0,100,100
819,0.01,0.01,819,1,124,0,0,100,100
820,0.01,0.01,820,2,102,0,0,100,100
821,0.01,0.01,821,1,97,0,0,100,100
822,0.01,0.01,822,1,100,0,0,100,100
823,0.01,0.01,823,0,94,0,0,100,100
824,0.01,0.01,824,0,113,0,0,100,100
825,0.01,0.01,825,2,103,0,0,100,100
826,0.01,0.01,826,2,78,0,0,100,100
827,0.01,0.01,827,1,95,0,0,100,100
828,0.01,0.01,828,0,82,0,0,100,100
829,0.01,0.01,829,0,99,0,0,100,100
830,0.01,0.01,830,0,91,0,0,100,100
831,0.01,0.01,831,3,92,0,0,100,100
832,0.01,0.01,832,0,97,0,0,100,100
833,0.01,0.01,833,1,96,0,0,100,100
834,0.01,0.01,834,0,102,0,0,100,100
835,0.01,0.01,835,1,111,0,0,100,100
836,0.01,0.01,836,1,105,0,0,100,100
837,0.01,0.01,837,1,113,0,0,100,100
838,0.01,0.01,838,1,89,0,0,100,100
839,0.01,0.01,839,1,98,0,0,100,100
840,0.01,0.01,840,2,98,0,0,100,100
841,0.01,0.01,841,1,110,0,0,100,100
842,0.01,0.01,842,0,96,0,0,100,100
843,0.01,0.01,843,2,99,0,0,100,100
844,0.01,0.01,844,0,80,0,0,100,100
845,0.01,0.01,845,1,100,0,0,100,100
846,0.01,0.01,846,1,89,0,0,100,100
847,0.01,0.01,847,0,106,0,0,100,100
848,0.01,0.01,848,0,88,0,0,100,100
849,0.01,0.01,849,0,100,0,0,100,100
850,0.01,0.01,850,1,105,0,0,100,100
851,0.01,0.01,851,1,103,0,0,100,100
852,0.01,0.01,852,0,84,0,0,100,100
853,0.01,0.01,853,1,111,0,0,100,100
854,0.01,0.01,854,2,92,0,0,100,100
855,0.01,0.01,855,1,97,0,0,100,100
856,0.01,0.01,856,0,103,0,0,100,100
857,0.01,0.01,857,3,89,0,0,100,100
858,0.01,0.01,858,0,113,0,0,100,100
859,0.01,0.01,859,1,100,0,0,100,100
860,0.01,0.01,860,0,97,0,0,100,100
861,0.01,0.01,861,0,92,0,0,100,100
862,0.01,0.01,862,0,100,0,0,100,100
863,0.01,0.01,863,0,95,0,0,100,100
864,0.01,0.01,864,0,96,0,0,100,100
865,0.01,0.01,865,0,97,0,0,100,100
866,0.01,0.01,866,2,97,0,0,100,100
867,0.01,0.01,867,3,122,0,0,100,100
868,0.01,0.01,868,1,114,0,0,100,100
869,0.01,0.01,869,1,98,0,0,100,100
870,0.01,0.01,870,2,113,0,0,100,100
871,0.01,0.01,871,1,105,0,0,100,100
872,0.01,0.01,872,0,101,0,0,100,100
873,0.01,0.01,873,0,104,0,0,100,100
874,0.01,0.01,874,0,109,0,0,100,100
875,0.01,0.01,875,0,115,0,0,100,100
876,0.01,0.01,876,4,106,0,0,100,100
877,0.01,0.01,877,0,111,0,0,100,100
878,0.01,0.01,878,0,96,0,0,100,100
879,0.01,0.01,879,2,100,0,0,100,100
880,0.01,0.01,880,0,99,0,0,100,100
881,0.01,0.01,881,1,100,0,0,100,100
882,0.01,0.01,882,1,107,0,0,100,100
883,0.01,0.01,883,1,81,0,0,100,100
884,0.01,0.01,884,1,101,0,0,100,100
885,0.01,0.01,885,1,110,0,0,100,100
886,0.01,0.01,886,1,105,0,0,100,100
887,0.01,0.01,887,0,88,0,0,100,100
888,0.01,0.01,888,0,102,0,0,100,100
889,0.01,0.01,889,2,90,0,0,100,100
890,0.01,0.01,890,1,86,0,0,100,100
891,0.01,0.01,891,1,89,0,0,100,100
892,0.01,0.01,892,1,105,0,0,100,100
893,0.01,0.01,893,0,113,0,0,100,100
894,0.01,0.01,894,1,109,0,0,100,100
895,0.01,0.01,895,3,100,0,0,100,100
896,0.01,0.01,896,1,98,0,0,100,100
897,0.01,0.01,897,2,80,0,0,100,100
898,0.01,0.01,898,2,102,0,0,100,100
899,0.01,0.01,899,1,103,0,0,100,100
